"age_cat","pregame_skill","skill_grade","alignment","mining_output","rare_gems","common_gems","easy_attempts","hard_attempts","epic_attempts","trivia_score","time_combat","time_overworld","time_space","time_played","combat_rating","play_style","device_os","device_age","spender","money_spent","demo_x1","demo_x2","demo_x3","demo_x4","demo_x5"
"70+",77.2470106879236,"E",0.637000495165782,3.63586821269658,4,88,3,78,3,12,4.67,76.6,12.35,148.97,1776.49427768608,"Grass","Apple",0,1,10.33,0.918118137400597,0.916937208035961,0.687318171427779,1.54997439247097,1.06774748138632
"50-59",113.311677939632,"C",0.888622553212664,1.26243821120591,4,77,0,88,12,11,3.13,60.05,29.82,104.61,1761.58715125186,"Water","Microsoft",1,1,6.78,0.0636451407335699,0.845248117810115,1.59457775669926,2.24550314650425,2.57376847250336
"60-69",72.4567798694199,"E",0.659412969789515,6.48768917206572,3,76,0,9,11,9,19.95,49.65,40.92,157.43,2936.43080836524,"Psychic","Apple",0,1,5.39,0.395484372507781,0.88551979069598,2.02649716225476,1.49302338993271,2.43752368957134
"40-49",78.9783378357695,"E",0.97101593818247,5.70423019322161,2,67,1,24,10,11,17.12,42.06,29.47,165.25,3435.20322439549,"Grass","Apple",0,1,3.2,0.54452973883599,0.495615780586377,1.33510428989834,0.70495773192743,1.11400413428944
"30-39",75.3496925306992,"E",0.855090939193753,3.72519909833105,4,70,3,51,2,16,6.69,34.11,26.83,101.6,1010.29749041742,"Water","Apple",0,1,3,0.889059423236176,0.022582579869777,0.619620137045114,0.646889991917305,3.37322313744783
"40-49",80.534742714183,"E",0.0221147714266643,16.4440654639859,4,69,2,8,10,15,4.56,43.28,16.87,110.84,776.29464935788,"Grass","Apple",2,0,0,0.628418560139835,0.758316129213199,1.00005388404881,-0.887898149345854,1.15943705663162
"13-19",105.361871397005,"C",0.319495670933792,0.522175288301522,5,78,3,5,9,14,3.47,110.48,15.26,221.92,1508.447989604,"Grass","Android",1,0,0,0.582686757668853,0.670670841820538,0.583767715524085,-0.244221009394328,1.65447850917717
"20-29",79.4511705011655,"E",0.840934350740931,6.1544382621876,2,74,0,13,5,8,4.02,43.7,12.05,114.44,1798.48358229922,"Fire","Apple",0,1,41.45,0.99157331394963,0.746753985760733,2.56979768988048,0.602436593156065,1.31316819356086
"13-19",104.712055405901,"C",0.622907451841098,5.23104498331861,5,68,4,44,15,13,2.84,6.18,20.13,41.1,1647.13479715841,"Fire","Android",3,0,0,0.739670574432239,0.791016826638952,0.851472918649375,-3.4210273800726,-0.593791980760582
"70+",99.1223979620917,"D",0.970388939159469,2.82284956808761,2,63,0,34,4,13,3.97,105.2,28.5,189.01,1638.21024860365,"Fire","Apple",1,1,10.46,0.742029546061531,0.297979783732444,1.08880669397979,-0.209692001863561,3.94524085548666
"30-39",94.677200950467,"D",0.629170365082272,8.42699369781067,1,61,0,11,18,11,4.15,65.85,46.3,181.51,1080.52983735247,"Psychic","Apple",1,1,19.01,0.428136366186664,0.660885049728677,0.331641682026412,1.00389903155558,3.60810781920766
"40-49",96.7770420758637,"D",0.885852234515385,9.58795219117916,5,55,1,38,18,15,0.52,37.8,15.56,84.58,1245.32481498742,"Fire","Android",1,0,0,0.323243136983365,0.693392395041883,2.121203649744,0.843704510498178,2.27102263423786
"40-49",101.277784614555,"C",0.987948124221778,2.51614779972388,3,72,4,54,11,15,27.04,44.59,8.14,158.64,4139.08961611499,"Fire","Android",0,1,10.35,0.349305434152484,0.575830673333257,0.285846144237541,-0.320786301250897,3.399471900076
"40-49",101.802288474614,"C",0.533735361623924,6.03030561744704,2,68,2,42,7,13,20.83,27.96,14.87,102.14,3168.36207125852,"Fire","Android",1,0,0,0.919049916556105,0.501867603976279,-0.418723984902144,0.650544964335077,3.27286196888953
"13-19",111.314400005562,"C",0.874722429260717,5.64311722942464,6,70,1,4,23,12,31.3,11.15,25.08,122.04,3944.45711528031,"Water","Android",1,0,0,0.312242572428659,0.184671878814697,-2.56478838094631,-0.800470620090662,2.60009950665609
"70+",102.443178641724,"C",0.786515881042684,12.3748894442208,5,72,0,4,22,15,13.19,39.51,22.84,78.1,2465.57301005735,"Grass","Apple",0,1,2.5,0.316815475234762,0.208024028688669,-1.2045796967821,1.60423365803307,2.73745149680895
"50-59",116.548947212499,"B",0.704882362569642,11.9705224325655,3,67,7,30,13,12,2.52,20.92,20.66,49.81,2184.74582497041,"Grass","Android",3,0,0,0.724648503120989,0.462300852639601,0.215738485570128,-0.124486823451335,1.22784766698382
"50-59",99.1843691635258,"D",0.769754891525525,5.83326347286033,5,57,5,46,8,13,21.47,85.74,9.45,201.36,3064.59437373165,"Fire","Apple",0,1,4.02,0.129023215966299,0.33457547519356,0.236218127395062,-0.878948211086099,2.41578125714623
"60-69",88.9999159317737,"D",0.73821135871818,11.8569886264989,4,77,0,6,26,12,6.3,80.97,62.53,253.26,1572.4247963442,"Ghost","Android",3,0,0,0.504638238111511,0.13709265505895,0.930426480864795,-0.672013648687403,3.05833892005514
"13-19",78.9456229101101,"E",0.560334906742445,6.03472292507714,5,59,4,41,9,12,20.08,73.9,18.08,174.64,2546.38402208087,"Fire","Apple",0,0,0,0.46660624188371,0.806881745578721,-0.988049158958735,-2.58715162938269,2.06209910024148
"30-39",97.4679340998707,"D",0.907215433581272,1.74278414542254,0,56,3,23,29,11,3.82,44.52,16.2,120.3,881.934590157217,"Fire","Android",0,1,4.39,0.284682253841311,0.278985725250095,0.536870945826689,0.432204538237076,1.20305924031096
"20-29",120.422985585667,"B",0.819291685613268,3.00974847304169,2,76,4,17,6,11,5.23,38.3,5.54,76.92,2030.0984643774,"Fire","Apple",1,0,0,0.727984899887815,0.188396609853953,-1.71652132608441,0.781707887298447,2.81391090495838
"13-19",94.0066889411544,"D",0.469183907506223,13.1349223888335,4,77,0,4,13,13,1.73,45.11,32.13,110.64,1604.70678986177,"Water","Apple",0,1,5.58,0.386101115727797,0.828632374294102,1.67034824831647,1.57916565403411,0.883518209427255
"70+",90.7848069115903,"D",0.234510224376589,4.34903456943209,4,66,0,59,5,8,4.72,43.96,63.76,140.62,382.685248510083,"Ghost","Apple",0,1,3.59,0.71842848486267,0.490413229214028,0.971368127163331,1.03608443067702,1.37418519317383
"13-19",84.3795834732635,"E",0.220281445608706,5.8871824394461,5,50,1,95,9,12,0.74,29.57,68,112.5,1097.22513992534,"Ghost","Android",0,0,0,0.932622942142189,0.20138614717871,-0.103445944013174,0.808358271937768,-0.136059959294086
"20-29",115.437259282583,"B",0.279682295395375,8.02183664992007,9,56,1,108,19,15,6.03,81.98,20.11,113.9,1303.73193167615,"Grass","Apple",2,0,0,0.208365801721811,0.0720415993127972,0.0613601812792533,0.384110063751388,0.855625228384763
"30-39",73.9287226094703,"E",0.65940372854284,3.34848334905515,6,64,10,77,11,14,46.37,84.75,12.47,205.16,5722.364052097,"Grass","Android",0,1,3.54,0.507358235074207,0.263384869787842,0.836262113973826,1.31480557227689,2.86875339901302
"40-49",80.7324934229905,"E",0.573563385793815,8.2484501640769,2,64,5,34,13,9,5.87,66.88,15.62,173.26,226.939629584417,"Fire","Android",1,0,0,0.57496678433381,0.300510939443484,1.46172522767327,0.322581931362811,0.687424021819309
"13-19",94.1317909091948,"D",0.551479074142285,8.84114846908837,3,70,2,31,6,12,0.43,45.7,12.37,90.2,1612.85479755948,"Fire","Android",0,0,0,0.900733505375683,0.233024951303378,-0.546350033321409,-1.47420789175719,0.573701602650919
"13-19",108.693363142679,"C",0.559509203078266,4.13985214274676,5,78,0,19,5,16,6.73,25.46,17.15,61.06,1768.49364509615,"Fire","Android",0,0,0,0.724234974244609,0.966728392522782,-0.346616577885652,-0.299085634929755,3.2820996239736
"50-59",112.660499246265,"C",0.945215887587926,10.2421310945213,8,68,5,36,0,11,7.09,82.13,18.06,147.53,2797.33402259699,"Fire","Apple",0,1,1.91,0.0308517680969089,0.0318960649892688,1.28146332866333,-0.039497262301228,0.942998138432374
"20-29",81.8810044752025,"E",0.521950200770186,3.70005292233071,5,59,0,86,7,16,0.86,46.12,9.39,72.11,649.867995956299,"Fire","Android",2,0,0,0.324725875165313,0.555266129784286,-2.49707134141528,-0.185785273682115,1.74842986822612
"30-39",128.08815527718,"B",0.836706720005681,5.8299044406409,1,75,0,12,18,12,2.71,17.02,18.94,53.28,1710.68271914393,"Fire","Apple",1,1,2.64,0.259513976518065,0.0155197978019714,2.5890645566805,2.41365424971028,0.308897759838074
"40-49",109.887228765088,"C",0.693768784166091,6.7596519853115,5,84,1,14,12,14,14.27,109.61,18.06,226.78,2083.74729538055,"Grass","Microsoft",0,1,2.58,0.784559204708785,0.655840111896396,0.44359791137557,-0.975672026560978,3.52288983384546
"50-59",102.106496499241,"C",0.748766534854233,1.91851200897018,3,61,4,8,10,13,2.56,72.15,23.35,166.73,339.993138406604,"Water","Apple",1,1,22.5,0.42893356224522,0.580577454296872,0.99991557974793,-0.314940853975219,1.62629831910004
"70+",93.4515620614741,"D",0.897949272456864,6.20146277556659,7,61,4,63,10,15,4.97,61.14,40.97,192.97,1580.69035124246,"Psychic","Microsoft",0,1,0.58,0.196487198583782,0.870782488491386,-1.21045381427332,2.4930160252649,1.94233382580671
"30-39",96.7009081878914,"D",0.885202241963975,4.38443849714199,3,79,4,19,6,9,2,59.75,13.56,104.2,1626.84762148273,"Fire","Apple",0,1,5.72,0.134755466366187,0.521859848638996,0.278915495406195,1.80396473643118,2.72247443007289
"13-19",114.708007423556,"C",0.113147174316082,9.01334286034424,1,74,1,7,18,13,5.81,23.57,15.16,88.29,1810.42341538049,"Fire","Apple",0,0,0,0.680337136611342,0.325911318184808,-0.40906871392155,1.28460890362371,1.74312073103578
"40-49",105.168877228584,"C",0.647288175689803,0.287075663115377,2,80,7,20,6,12,9.03,29.54,15.24,99.68,2461.41225764561,"Fire","Microsoft",0,1,1.15,0.861966315889731,0.668100189650431,0.204928451602103,1.13300454454374,0.478040517361751
"20-29",93.2021098104418,"D",0.346560925731515,5.87931919913448,2,51,2,7,2,12,9.37,102.7,11.31,217.14,1863.68420339443,"Fire","Apple",3,0,0,0.589595365803689,0.771662402665243,2.05112517001318,-0.871471323743737,0.392831293330926
"70+",119.433543611935,"B",0.474522551047339,3.16073538437781,4,60,0,1,25,10,5.85,47.04,20.19,143.81,1008.31703957205,"Grass","Apple",1,0,0,0.252801431110129,0.910099736182019,0.0167557516746605,0.737954651506825,3.42845008785303
"50-59",90.473119330704,"D",0.827514246872308,6.77564178246683,4,53,6,52,4,14,0.73,166.63,4.7,244.61,1371.05987446118,"Fire","Apple",0,0,0,0.324350066483021,0.88050800585188,0.517352734149722,0.56219175273883,0.586919193620568
"20-29",94.8606447293197,"D",0.317584887038971,4.91882940076598,7,72,0,76,15,10,19.53,67.6,18.46,122.62,1963.26195962204,"Grass","Apple",1,1,10.54,0.903424378251657,0.549221468158066,0.711183149168663,1.05858899126649,0.860159673542951
"13-19",100.31174728859,"C",0.750051940612018,6.56088301917576,5,74,5,16,13,14,5.91,39.88,20.75,128.3,1612.33315286214,"Grass","Android",1,0,0,0.360114672686905,0.979105978738517,-1.32212416286049,-2.18331351340982,0.323633983174392
"60-69",99.8486510767201,"D",0.938953920732201,5.55728778727761,3,65,0,30,0,15,22.03,30.56,28.4,92.52,3960.08462037739,"Water","Apple",0,0,0,0.494145917706192,0.00881492882035673,-0.720761798243353,-1.29665242275834,2.2966598405317
"50-59",81.5908265780971,"E",0.917841873514907,6.74977719819682,3,94,1,3,4,12,2.37,37.35,15.72,85.88,1012.38348825201,"Fire","Android",0,1,6.64,0.291135298553854,0.378845381550491,-0.242574187215676,-0.473364766457021,2.43573682782431
"13-19",95.8606135735496,"D",0.758865229195642,11.9322500276427,7,73,0,35,3,12,29.47,51.43,65.99,268.28,3618.63560219165,"Ghost","Microsoft",2,0,0,0.0402347971685231,0.47143095289357,0.118743298723925,-0.168360055110098,1.46395290101264
"30-39",112.899728365545,"C",0.578522335994895,6.03479582938535,5,60,0,93,5,8,27.94,118.93,17.19,248.77,3646.52015465769,"Water","Apple",0,1,5.92,0.41849511442706,0.656600899528712,1.44510520541734,1.10979621495584,3.91715547253026
"50-59",86.5171095011529,"D",0.286257691915853,16.42927087627,2,84,4,56,4,14,7.95,95.38,16.26,132.09,2012.52016247369,"Fire","Android",1,0,0,0.479922336991876,0.182050604606047,0.428227114092261,0.623469584538406,1.24093215711312
"30-39",112.278614785983,"C",0.947256968458128,7.88574425307542,4,71,0,14,7,11,19.53,81.69,21.97,222.25,3184.34459222001,"Grass","Apple",0,1,9.21,0.870580141898245,0.134473937330768,0.288331326965038,-0.239067179175196,0.975145062569015
"20-29",105.430233138626,"C",0.54246757691255,6.28576686661275,1,80,1,166,9,11,3.03,43.36,25.18,71.89,1878.78105565904,"Grass","Apple",0,1,7.13,0.069418229861185,0.130602471064776,3.29469509308338,0.986263678379191,2.41829177319345
"50-59",120.692432625867,"B",0.827758559680708,6.85296407442356,3,66,2,31,7,11,7.58,39.41,15.47,107.74,1749.83022359788,"Fire","Apple",1,1,17.46,0.950026856502518,0.871495293918997,3.54225937800205,1.83203932454308,0.444976629465053
"60-69",98.0294643971121,"D",0.856310679556325,6.29475490288531,4,68,2,16,11,12,44.46,121.95,0.86,240.81,5886.00967163813,"Fire","Apple",1,1,0.97,0.886588117107749,0.306157955201343,1.00988492676328,1.39724513177903,3.21004320441497
"70+",83.4681477706908,"E",0.566931788067459,9.91498499868019,6,85,1,78,4,13,5.82,82.19,7.83,110.3,1280.55013787683,"Fire","Microsoft",1,0,0,0.206041521159932,0.989897198043764,-0.234078322744636,1.91123434262547,1.5748635127925
"50-59",83.6744388844378,"E",0.437822721276917,5.72015676467894,7,59,1,96,9,12,9.75,70.67,15.35,179.54,1397.82458223583,"Grass","Android",2,1,2.87,0.320041162427515,0.793461630586535,0.179523758938268,0.535670740387145,1.831562256432
"20-29",128.44556991218,"B",0.20985625577075,10.8675768561151,2,66,0,4,6,12,15.39,28.38,6.93,64.48,3088.42275463282,"Fire","Apple",0,1,6.26,0.742178880609572,0.534617212135345,2.18830996507413,2.10413452011351,0.357530086248968
"40-49",87.5438001830009,"D",0.851066741252326,7.43298054878302,5,72,0,7,6,14,6.36,15.2,17.29,43.67,2523.15674520102,"Grass","Android",0,0,0,0.993618145119399,0.631449855631217,0.615042935217857,-0.0705961853676651,0.728165946082173
"20-29",105.957225869267,"C",0.552706305659252,6.75318605608588,2,60,3,4,6,9,2.54,72.83,22.5,157.19,1315.2237247971,"Fire","Apple",0,1,17.77,0.574762244476005,0.24124765326269,0.182729445872454,0.376402065240054,2.312140260898
"40-49",101.077455790571,"C",0.640517955473825,7.76764994573635,4,89,3,81,14,14,18.28,61.27,15.64,96.84,2380.22380548572,"Grass","Apple",1,1,7.66,0.582906361669302,0.541474575176835,2.10262528028344,0.556670369832112,0.483585520739741
"60-69",118.350984560559,"B",0.68682250541803,1.79139424437642,3,61,7,4,8,8,0.34,116.92,11.6,174.56,1922.76597312285,"Fire","Apple",0,1,1.63,0.120997727382928,0.654832586180419,1.51869748561581,1.7512645238523,1.39391852982945
"13-19",114.491891715335,"C",0.823628102215774,3.68859241787819,3,68,2,185,13,14,23.15,69.14,11.67,207.27,3722.88277347956,"Grass","Apple",1,1,8.97,0.0668111424893141,0.611959018977359,0.800361089444865,1.42390975585466,1.53878758142731
"30-39",93.4891357778431,"D",0.494317032437437,3.66689759328626,7,81,1,13,18,10,35.89,17.61,23.12,100.91,3862.16972027011,"Fire","Apple",0,1,12.53,0.409210392972454,0.939377973321825,-2.47098804763059,1.3355946807542,0.891059215663696
"60-69",114.078694489048,"C",0.635266338280448,2.75047908134274,3,78,2,7,5,13,23.66,23.56,16.32,120.02,4069.11957291789,"Grass","Android",0,0,0,0.58805526047945,0.769616327248514,-0.920450895675474,-0.565299574073238,1.2538510568392
"70+",113.550653307185,"C",0.870263352848958,11.01657763849,2,79,0,69,8,12,28.86,84.4,20.9,249.06,4242.62130745247,"Fire","Android",4,0,0,0.685261527309194,0.275802089367062,-0.266195693356534,-0.173880262371748,1.94328015545526
"40-49",103.66450967903,"C",0.285703321886739,1.02667725185427,4,77,1,11,8,10,11.23,101.3,2.28,148.25,2799.80891058351,"Fire","Apple",0,1,28.95,0.0825054757297039,0.0050939426291734,0.392803486317499,1.97875671236213,2.17418652975539
"60-69",82.2663242743038,"E",0.184670840253176,6.84300742582928,7,69,3,2,7,16,1.58,41.94,17.44,106.77,1185.7444926451,"Water","Android",2,0,0,0.8229105763603,0.630977551685646,-1.20692894057707,0.291030336993846,0.0181401674788249
"40-49",86.3404016122613,"D",0.71150557411493,8.00101459634104,3,67,7,24,4,14,4.92,42.84,19.38,121.37,1833.20481934025,"Fire","Android",4,0,0,0.458940575597808,0.349427700508386,-0.106348360458054,-1.56165750169686,-0.0509970507029758
"70+",76.1814544724826,"E",0.77733898051708,5.99120376331098,1,59,2,24,8,10,2.01,43.78,22.08,126.57,1379.55875154305,"Fire","Apple",2,0,0,0.63987522944808,0.319321771385148,0.358210798378336,-0.0927969328977075,2.1428571015289
"20-29",113.909916611928,"C",0.812455301752538,4.73755069026695,4,83,4,11,13,15,18.89,19.82,43.31,106.25,3024.45935639285,"Psychic","Android",0,0,0,0.489366031484678,0.916391338454559,-0.134486410555486,1.31297660201676,1.73886445584124
"60-69",112.110926506513,"C",0.662525032463186,7.05087283243588,4,82,4,23,3,13,10.79,77.44,36.15,226.17,1530.36432550905,"Water","Apple",0,1,9.64,0.815744227264076,0.139189856825396,-0.617764940573509,-0.266474481549758,3.89352898827837
"13-19",110.699144857758,"C",0.431632820863557,5.11773165549597,2,78,0,2,15,12,11.72,20.03,22.06,87.55,2445.48197990677,"Fire","Android",0,0,0,0.501135864993557,0.651047503342852,-1.01051497270645,-0.391879432881681,1.14812301870596
"70+",98.4683057074623,"D",0.631736352607601,7.20595305546841,3,94,2,32,7,10,6.36,30.49,20.78,102.26,2390.40546719567,"Grass","Android",0,0,0,0.70239932811819,0.985636556288227,-1.4714760724552,0.213924422859517,0.360090970880417
"20-29",114.687859694751,"C",0.455973106115247,1.89453146603029,2,71,2,87,10,13,13.25,133.93,31.48,307.49,1879.94956755239,"Grass","Android",0,1,1.95,0.283972948789597,0.161799333058298,0.361806891091985,1.05517272307741,-0.128680352361498
"60-69",76.992691026155,"E",0.740016661879576,5.3005840077456,6,63,8,26,17,10,14.86,52.63,19.83,121.27,2541.40578941523,"Water","Android",3,0,0,0.853103622095659,0.881266010226682,-0.496424597534153,-0.817122164067639,2.87249595164879
"40-49",97.5033035006747,"D",0.987012644592075,8.30441762179638,6,72,13,0,6,15,2.92,11.83,17.58,47.99,1693.48078690212,"Fire","Apple",0,0,0,0.382373886415735,0.535835033049807,-1.01142703272158,-0.361909009657371,0.661456865294234
"13-19",122.672278812344,"B",0.633946936769438,5.38906263252347,3,89,2,68,17,12,4.11,128.72,53.15,295.52,1939.95220547736,"Psychic","Android",0,1,34.47,0.377399929333478,0.473027988569811,1.8752808218617,0.631563106161018,3.17632060578848
"13-19",128.464021797531,"B",0.753464549892593,4.49455132175462,3,66,4,11,5,11,19.64,105.03,21.93,170.29,3747.67431727368,"Grass","Android",0,1,1.65,0.555800026282668,0.900466208113357,0.595171152951814,2.15021132124008,0.991909802629233
"20-29",90.2906346396415,"D",0.339287969538362,5.32600362413391,2,78,4,10,13,12,2.26,40.61,15.7,105.08,1277.15390986884,"Grass","Apple",0,1,3.03,0.708601186284795,0.0972740824799985,0.749605914494322,1.82703722756436,2.86618336325064
"60-69",108.539113426776,"C",0.988517122791832,1.91542202497177,7,79,6,63,10,9,21.48,18.97,20.78,95.79,2644.24826751833,"Water","Apple",1,0,0,0.204548250418156,0.621234230929986,-0.600109376832577,0.140727863561975,2.77587129082745
"30-39",105.738399728007,"C",0.452262340543485,9.26147965541101,3,58,2,26,4,13,0.31,143.61,18.35,201.24,1329.839724196,"Grass","Apple",0,1,7.71,0.354877868900076,0.91462410823442,0.609792901921741,0.368849465877802,2.75045802679601
"30-39",113.677811890339,"C",0.873994798408596,11.3374082105148,3,55,1,14,9,15,16.44,83.36,39.95,241.31,2942.53369658927,"Water","Microsoft",2,0,0,0.759364190511405,0.0617771381512284,0.251174293258628,0.170819801617872,1.03191851819301
"50-59",100.779572168141,"C",0.798113849219396,11.5062021829154,1,74,6,56,4,13,1.19,26.64,18.48,90.27,1854.17201448303,"Fire","Apple",0,1,0.21,0.19610187667422,0.532414981629699,0.824165821239756,2.26459022383897,0.547680022225218
"40-49",78.1044889112883,"E",0.976307263731115,4.9283234765874,8,57,8,41,17,17,25.8,39.53,64.64,219.59,2848.2731111577,"Ghost","Android",3,1,0.79,0.987586318980902,0.263513169949874,0.648884820234313,2.27953280506338,0.554815559307579
"40-49",99.7739330932492,"D",0.780886152826002,3.87095391237122,1,79,0,3,4,10,43.16,54,15,116.24,5125.89908366802,"Fire","Microsoft",3,0,0,0.734184746397659,0.787281329743564,-0.736308839480243,-0.753291911791857,1.24762576154526
"13-19",68.5033392437648,"F",0.305556650448046,3.99501447104023,7,70,4,23,7,12,9.41,38.03,24.3,138.22,2589.94458066664,"Water","Apple",0,1,6.23,0.725238505750895,0.429318996379152,2.27060539169383,-0.491579174924581,3.55375702081761
"70+",96.8184972775863,"D",0.449401678516113,2.31442804195868,4,65,0,37,7,12,7.75,18.44,20.59,63.79,1625.32052391684,"Fire","Android",3,0,0,0.465418173931539,0.401104948716238,-0.903957372318752,0.773351670589228,0.0275439538628641
"20-29",118.560344450684,"B",0.813738524395076,5.58852437871482,4,76,5,36,11,15,24.76,58.98,19.78,182.49,3726.71170289222,"Grass","Apple",0,1,2.6,0.0328270641621202,0.402168625965714,-0.537021644982581,0.794402243425328,2.98234829419115
"20-29",107.881759760233,"C",0.729272777530863,14.5710318650582,3,68,0,0,15,12,4.2,50.43,39.39,142.61,1057.45842564597,"Psychic","Android",0,1,15.53,0.408994333120063,0.0379274154547602,0.370893689393248,1.35686829460515,2.74748501370288
"70+",109.005815180054,"C",0.995183621076524,5.56686699919497,3,66,1,1,7,13,23.81,69.57,18.12,162.29,4104.65754934985,"Fire","Apple",0,1,1.41,0.932599711231887,0.0871996360365301,-0.148555312802331,0.405667543354963,1.50375238562153
"60-69",95.9283678911642,"D",0.534346475042265,2.88328050405772,4,71,0,32,3,13,20.47,3.9,13.7,53.24,3271.7928213959,"Grass","Apple",0,0,0,0.112793417880312,0.615442673908547,-0.167757932459378,0.393831828329526,1.72997060705585
"20-29",114.585363281128,"C",0.895518552357739,7.05182073065107,7,69,1,53,4,10,13.49,27.3,17.75,89.72,2881.76052916703,"Fire","Android",2,0,0,0.224469436332583,0.432907394366339,-0.495538704071797,0.84989351541598,2.59838112826299
"13-19",98.757250023856,"D",0.793499507766383,10.8946314619538,3,92,7,39,10,12,20.53,27.86,27.33,104.97,2387.88691564654,"Grass","Microsoft",1,0,0,0.284078361466527,0.878004885045812,-1.56645775604208,-1.13511544855969,1.94512632323674
"20-29",99.7866030499382,"D",0.850237618442397,1.66510007517244,2,62,6,79,8,14,1.86,50.94,13.82,123.31,1584.61608001946,"Fire","Apple",0,1,13.61,0.337217880180106,0.66512246709317,1.93991070658227,0.858233131909183,2.1465358480133
"30-39",103.312329819573,"C",0.343051140028094,12.0285695373497,6,70,3,12,7,12,17.76,99.44,12.36,243.74,1836.98503611321,"Fire","Apple",1,1,5.02,0.107763711828738,0.176286332309246,-0.756281204473972,0.371123957942582,2.45280247683883
"70+",77.3057414067488,"E",0.818106850662617,5.38013444833157,4,68,4,35,1,14,28.52,65.49,22.79,228.96,4206.37425663507,"Water","Apple",0,1,6.88,0.296347492840141,0.912704868940637,1.74776108495633,0.839019447895702,0.64171294215102
"40-49",93.2550096204558,"D",0.523783567964249,2.88187227392905,1,80,1,30,12,12,1.12,35.9,47.01,84.27,1003.32405025306,"Psychic","Apple",2,1,3.95,0.490715769818053,0.747523447498679,0.932259245167019,2.57718669765834,0.590924837440786
"13-19",115.898301408151,"B",0.253144535263026,8.53162014524736,8,78,14,46,23,13,3.76,44.86,27.41,131.58,1390.60562931232,"Water","Apple",0,1,36.9,0.985916923964396,0.299297660356387,1.15985828670064,-0.066299602287387,2.80593865971469
"13-19",138.760060005826,"A",0.960593502018833,0.83214249397326,6,69,0,66,11,6,38.41,64.27,8.84,111.54,5588.48823800765,"Fire","Android",3,0,0,0.209975100820884,0.756094883428887,1.42221165073762,0.34744882036345,1.77490165511875
"70+",62.3143481183916,"F",0.688638344434846,11.1201036877912,4,67,2,91,1,11,22.51,82.32,14.24,175.85,2913.04512922781,"Grass","Other",0,0,0,0.526766293914989,0.618638676824048,-1.41825428487219,-0.35798681327026,0.885035698518154
"13-19",105.331879370307,"C",0.654082479773271,4.02369138336897,5,74,1,28,16,14,16.76,76.11,15.5,189.63,2538.01067639688,"Grass","Microsoft",0,1,9.51,0.966360061429441,0.284767609089613,2.06009782422961,0.709466508720036,3.43198658598548
"40-49",91.8280748146219,"D",0.231456452304895,9.44254863005142,3,61,3,1,22,13,3.21,61.82,64.73,255.04,658.327121188691,"Ghost","Apple",2,1,17.68,0.207821274874732,0.658715985016897,1.63573925794325,-0.0888546959191501,2.69845887884861
"40-49",118.04967623969,"B",0.806334065507607,1.45450564242603,3,74,0,25,4,12,20.83,116.43,24.03,307.1,3273.35407520441,"Grass","Apple",0,1,1.71,0.335696961730719,0.350925538456067,-0.31679783214785,0.498791632407863,1.34934591320796
"40-49",98.03729691575,"D",0.333900212359612,4.42084785782358,3,73,5,4,7,11,3.92,32.92,23.73,116.77,1671.16008222849,"Grass","Android",0,0,0,0.202504967804998,0.565533053828403,0.474345350797547,-0.198443109254069,3.29646895619612
"40-49",81.8642111091503,"E",0.390282530202621,5.21228245595807,5,64,7,19,4,8,0.47,77.45,15.01,108.89,222.624143936245,"Fire","Apple",0,1,2.46,0.00950627448037267,0.573924105847254,0.697670564159555,2.0538530446228,3.70140860160903
"60-69",116.203055202656,"B",0.394554843876982,9.54599616716918,3,70,5,102,22,12,57.7,12.03,20.7,115.8,6841.15576074229,"Grass","Android",4,0,0,0.328450898872688,0.613162324298173,-1.52454915133973,-0.855863523179147,3.07707874821934
"70+",109.645895974457,"C",0.811790152421169,4.20547552107202,3,75,1,92,21,14,2.39,76.32,17.31,150.95,1058.64167430135,"Grass","Android",3,0,0,0.155608266824856,0.0653376441914588,0.3331853718924,0.275022258906662,2.89971024938567
"13-19",88.4877286282619,"D",0.40118173752875,10.0113000261091,3,71,4,63,17,12,2.96,21.81,22.19,71.55,1645.59299747498,"Grass","Android",3,0,0,0.41331482748501,0.192226944956928,1.01106938741535,-2.2533909049746,2.17614809975321
"20-29",98.0005724976374,"D",0.617205342207602,1.05335638644757,4,62,3,68,6,9,0.91,45.9,20.3,132.03,365.919657362979,"Fire","Android",0,1,23.38,0.73493677098304,0.411405007354915,2.440085717211,3.08840485249644,3.12495555538674
"20-29",93.2665606689096,"D",0.800774041109624,2.58355080382016,0,68,1,25,26,12,19.44,83.92,8.76,193.64,2149.56138590998,"Fire","Android",0,0,0,0.643668949604034,0.371729510137811,0.924642090905756,1.09127616151701,2.83847276457257
"13-19",103.73637636839,"C",0.471009436713435,4.85972636402935,4,65,5,1,10,12,2.78,121.53,13.34,264.72,1520.5215515252,"Fire","Microsoft",0,1,0.21,0.0965733106713742,0.024598044808954,0.254352258016322,-1.2716062963969,3.47376985751779
"70+",132.993855057727,"A",0.834484298621561,5.06578258019807,1,69,1,139,15,10,17.9,62.61,10.58,92.31,3088.8552624715,"Grass","Microsoft",0,0,0,0.730260049225762,0.957263215212151,0.567989021951614,-1.24768226258233,2.19683539290725
